Codi	URL	Nom	Descripció	Telèfon	Web	E-mail	"Xarxa social 1"	"Xarxa social 2"	"Xarxa social 3"	"Xarxa social 4"	Adreça	Districte	Barri	Longitud	Latitud	"Icona 1 (Principal)"	"Icona 2"	"Icona 3"	"Icona 4"	"Icona 5"	"Icona 6"	"Icona 7"	"Icona 8"	"Icona 9"	"Icona 10"	"Icona 11"	"Icona 12"	"Icona 13"	"Icona 14"	"Icona 15"	"Icona 16"	"Icona 17"	"Icona 18"	"Icona 19"	"Icona 20"	"Icona 21"	"Icona 22"	"Icona 23"	"Icona 24"	"Icona 25"	"Icona 26"	"Icona 27"	"Icona 28"	"Icona 29"	"Icona 30"	"Icona 31"	"Icona 32"	Etiquetes	Itineraris
55756d780a92f4457b8b4567	http://www.bcnsostenible.cat/web/punt/55756d780a92f4457b8b4567	"Herbodietètica Bo de Bo"	"La botiga fa més de 30 anys que està a la mateixa cantonada entre els carrers Sant Hermenegild i la Gleva, a tocar de la plaça Molina i de la plaça Lesseps. <br />
<br />
Des dels seus inicis ja s'hi venien herbes, fruits secs i mel a granel. <br />
Avui en dia aquests productes segueixen estan a les nostres prestatgeries; juntament amb aliments d'agricultura  ecològica; productes per a vegetarians, persones amb intoleràncies o al·lèrgies, diabètics, etc ; cosmètica natural i complements fitoterapèutics."		"http://www.annavilarrasa.com "						"Carrer Sant Hermenegild, 7"	"Sarrià - Sant Gervasi"	"El Putxet i Farró"	2,14538890	41,40394070	a03	a06	a09	a07																													plàsticzero	"Ruta de comerços verds al Farró ( https://bcnsostenible.cat/web/itinerari/560d43750a92f4000f8b4567 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
55758a370a92f4f97b8b4567	http://www.bcnsostenible.cat/web/punt/55758a370a92f4f97b8b4567	"Bodega l'Antiga Carboneria"	"Bodega tradicional con gran variedad de vinos a granel, vermut, denominaciones de origen, cervezas artesanas, licores, aceites y bebidas ecológicas… la mayoría son de pequeñas cooperativas locales""<br />
<br />
 "		"https://bodegalantigacarboneria.wordpress.com/blog/  "						"Carrer Salvà, 19"	"Sants - Montjuïc"	"El Poble Sec"	2,16637530	41,37381880	a06	a05	a09																															
55758bd30a92f4757d8b4567	http://www.bcnsostenible.cat/web/punt/55758bd30a92f4757d8b4567	"Celler Antonio"	"Establiment on es venen vins i altres begudes a granel."		https://cellerantonio.wixsite.com/celler-antonio/el-celler						"Carrer Chapí, 108"	"Horta - Guinardó"	Horta	2,15848450	41,43269440	a06																																	
55758ca90a92f4407f8b456b	http://www.bcnsostenible.cat/web/punt/55758ca90a92f4407f8b456b	"Fo Bar"	"Establiment on es poden adquirir tes a granel."		http://www.fo-bar.com						"Plaça Osca, 12"	"Sants - Montjuïc"	Sants	2,13849830	41,37620390	a06																																	
55758ecb0a92f42f7c8b4567	http://www.bcnsostenible.cat/web/punt/55758ecb0a92f42f7c8b4567	"Bodega L'Avi Manel"	"L’Avi Manel va ser fundada com a bodega l’any 1960. Despatxaven vi a doll, però no es podia consumir in situ, era més aviat un creuament de bodega, ultramarins. Des del 2008 és en mans de la Mariangels."		http://mededebebe.com/bodega-lavi-manel-consell-de-cent-416/						"Carrer Consell de Cent, 416"	Eixample	"Dreta de l'Eixample"	2,17396920	41,39715860	a06																																	
557590760a92f47e028b4567	http://www.bcnsostenible.cat/web/punt/557590760a92f47e028b4567	"Bar Bodega Chiqui"	"Bar familiar de barri de tota la vida, des de 1959."		https://es-es.facebook.com/barbodegachiqui						"Carrer Vilamarí, 29"	Eixample	"Sant Antoni"	2,15256420	41,37630920	a06																																	
557827ff0a92f4d17c8b4567	http://www.bcnsostenible.cat/web/punt/557827ff0a92f4d17c8b4567	"Les Herbes"	"Les Herbes és un establiment d'herbo-dietètica."				https://www.facebook.com/LesHerbes		https://www.facebook.com/LesHerbes	https://www.facebook.com/LesHerbes	"Carrer Pardo, 61"	"Nou Barris"	"Vilapicina i la Torre Llobeta"	2,18250490	41,42964310	a06																																	
55782a5d0a92f4df7c8b4567	http://www.bcnsostenible.cat/web/punt/55782a5d0a92f4df7c8b4567	"Lo Vencill"	"Lo vencill és el cordill o lligall que abans és feia servir per relligar les garbes de blat després de la sega.<br />
<br />
La nostra botiga es diu així, perquè el nom simbolitza el que som com a botiga. Lo vencill és un espai on es presenta el lligall, la nostra selecció, de productes ecològics d'alimentació, higiene personal i cura de la llar."		http://lovencill.blogspot.com.es						"Carrer Ca l'Alegre de Dalt, 14"	Gràcia	"Camp d'en Grassot i Gràcia Nova"	2,16264080	41,40765710	a03	a06																															plàsticzero	"Comerç Verd de Camp d'en Grassot i Gràcia Nova ( https://bcnsostenible.cat/web/itinerari/5a378eff24dd5d2e4b8b4567 ), Compromís Barcelona Plàstic Zero ( https://bcnsostenible.cat/web/itinerari/61c9dce6940cd7c4358b457d ), "
557832140a92f423058b4567	http://www.bcnsostenible.cat/web/punt/557832140a92f423058b4567	"Bodega Sopena"	"La bodega abans era coneguda com Can Guixé i existeix com a tal des de 1845. A més de vendre vi i havia una destil·leria de licors. Encara hi ha un pou a la part de darrere. Tot l’establiment emana veterania. La fusta és present tant a les botes com a les parets i prestatgeria."		http://mededebebe.com/bodega-sopena-clot-55						"Carrer del Clot, 55"	"Sant Martí"	"El Clot"	2,18818760	41,40783090	a06																																	
557853850a92f4df7c8b456b	http://www.bcnsostenible.cat/web/punt/557853850a92f4df7c8b456b	"Celler Ca la Paqui"	"Bodega tradicional catalana."				https://www.facebook.com/CellerCaLaPaqui		https://www.facebook.com/CellerCaLaPaqui	https://www.facebook.com/CellerCaLaPaqui	"Carrer Sant Joan de Malta, 53"	"Sant Martí"	"El Clot"	2,19275190	41,40867270	a06																																	
557855830a92f4df7c8b456c	http://www.bcnsostenible.cat/web/punt/557855830a92f4df7c8b456c	"Celler Miquel"	"Bodega de vins i caves, i des d'ara degustació de platets i vermuts, i com sempre amb tot el bo i millor."								"Carrer Castillejos, 345"	Eixample	"Sagrada Família"	2,17366120	41,40990780	a06																																	
5578571b0a92f4e07c8b456a	http://www.bcnsostenible.cat/web/punt/5578571b0a92f4e07c8b456a	"La Bodega d'en Rafel"	"<br />
Funciona amb aquest nom des de 1962.<br />
<br />
Tot i tenir les botes de vi inutilitzades pel pas dels anys, segueixen servint a granel.<br />
Hi ha oferta i bon consum de vi, moscatell i vermut de Batea. També es serveix en porró. I per descomptat anxoves de la casa, etc.<br />
En Rafel, gran conversador, té el privilegi de poder oferir cava etiquetat amb marca pròpia i d’altres reconeguts.<br />
 "		http://mededebebe.com/la-bodega-den-rafel-manso32						"Carre Manso, 32"	Eixample	"Sant Antoni"	2,16064920	41,37643400	a06																																	
557858e30a92f423058b4568	http://www.bcnsostenible.cat/web/punt/557858e30a92f423058b4568	"Bar Bodega Montse"	"Una de les més antigues de BCN. Diuen que té 120 anys des de la seva obertura com local i vivenda. Ara, i des de fa més de 40 anys la porta en Javi, fill de la Montse. En Xavi és un amant de la història de Barcelona cosa que comprovem en veure les fotografies antigues que pengen de les parets (Catedral sense façana neogòtica, Circo Maravillas instal·lat a Plaça Catalunya, etc) i l’afany en mostrar els seus llibres històrics.<br />
Vermut de la casa, anxoves, tapes de llauna, i ¡¡alerta!! porrons i porronets, que poden estar plens de vi, cervesa amb gasosa al gust del consumidor i a preus populars."		http://mededebebe.com/bar-bodega-montse-arc-de-sant-agusti-5						"Carrer Arc de Sant Agustí, 5"	"Ciutat Vella"	"El Raval"	2,17157500	41,37859550	a06																																	
55785ab80a92f423058b4569	http://www.bcnsostenible.cat/web/punt/55785ab80a92f423058b4569	"Bodega Pàdua"	"Establiment que porta treballant i donant servei al barri del Farró durant mes de 60 anys. Primer com un antic celler on es venien i es repartien a domicili vins a orri i posteriorment com un bar restaurant. En ell es pot apreciar com el temps, encara que sembli mentida, no corre tan de pressa com creiem i les antigues barriques de vi que funcionaven fa mes 60 anys encara fan el seu ús. A l’interior hi ha una terrassa molt agradable, en la qual no dóna la sensació que estiguis a la ciutat. Aquest esperit i ambient d’antic celler queda segellat amb fotografies i tot tipus d’objectes del segle XIX i XX, molts d’ells aportacions dels veïns i clients que col·laboren perquè el Celler Pàdua sigui un lloc entranyable i curiós de visitar."		http://www.bodegapadua.com						"Carrer Pàdua, 90"	"Sarrià - Sant Gervasi"	"El Putxet i Farró"	2,14403470	41,40439430	a06																																	
55785cd80a92f4d27c8b4567	http://www.bcnsostenible.cat/web/punt/55785cd80a92f4d27c8b4567	"Vermuteria del Tano"	"El Tano (Cayetano) porta 21 anys al comandament d'aquest local, que no va tenir un nom oficial reconegut fins no fa gaire. Diuen que el nom l'hi van posar un grup d'assidus clients del barri, els gitanos de la plaça del Raspall. Anteriorment se'l coneixia amb el nom de ""Cal Miseries"".<br />
<br />
Té les portes de fusta i vidre, taules de marbre i cadires de fusta, barra de marbre, nevera d'obra amb portes de fusta, cartells antics, vermut a bota ... i no podien faltar les col·leccions. Aquí les trobes d'ulleres, xapes de cava, despertadors i quadres d'allò més variat. Altres dos detalls més: ventilador al sostre i TV en marxa alta, en un cantonada que ningú mira.<br />
<br />
El Tano serveix el vermut fred, en got petit sense gel ni taronja. Com aperitius té conserves d'escopinyes, cloïsses, navalles, musclos, calamars, potes de pop, banderilles, anxoves ... i patates Torres amb salsa picante.-"								"Carrer Joan Blanques, 17"	Gràcia	"Vila de Gràcia"	2,16092510	41,40465560	a06																																	
5578644a0a92f4df7c8b4575	http://www.bcnsostenible.cat/web/punt/5578644a0a92f4df7c8b4575	"Fàbrica Moritz"	"Un jove Louis Moritz arribava procedent d’Alsàcia a Barcelona fa més de 150 anys. Va ser en aquest moment quan va començar l’aventura de Moritz, una nova cervesa veia la llum a la Ronda Sant Antoni de Barcelona. Tota una novetat que arriba als nostres dies fusionant aquesta llarga tradició amb la modernitat.<br />
Cerveseria oberta de 6 del matí a 3 de la matinada; un completíssim Bar à Vins; la M-Store, una “Concept Store” amb forn de pa Triticum, quiosc, venta de cervesa fresca sense pasteuritzar i objectes de disseny; sales polivalents on cada dia celebrem actes culturals, presentacions, festes; una de les microcerveseries més grans d’Europa... "		http://moritz.com/ca#						"Carrer Sant Antoni, 39"	Eixample	"Sant Antoni"	2,16465190	41,37906580	a06																																	
55795b4a0a92f497678b4567	http://www.bcnsostenible.cat/web/punt/55795b4a0a92f497678b4567	"La Bioteca"	"Establiment amb una ampla i variada oferta de productes ecològics."		http://www.labioteca.cat						"Carrer Benet Mercadé, 16"	Gràcia	"Vila de Gràcia"	2,15248870	41,40040850	a03																																	"Comerç Verd de la Vila de Gràcia ( https://bcnsostenible.cat/web/itinerari/5694fb5c24dd5dc54a8b4569 ), "
55795e0c0a92f426698b4567	http://www.bcnsostenible.cat/web/punt/55795e0c0a92f426698b4567	"Woki Organic Market"	"Cadena restaurants i establiments on es ven producte ecològic"		http://www.wokimarket.com						"Carrer Astúries, 22"	Gràcia	"Vila de Gràcia"	2,15403660	41,40311920	a03	a06	a13																															"Comerç Verd de la Vila de Gràcia ( https://bcnsostenible.cat/web/itinerari/5694fb5c24dd5dc54a8b4569 ), "
557963660a92f4236a8b4567	http://www.bcnsostenible.cat/web/punt/557963660a92f4236a8b4567	"Casa Leto"	"Establiment on es ven vi a granel. Vins, vermut i tapes fredes."				https://www.facebook.com/CasaLeto?fref=ts		https://www.facebook.com/CasaLeto?fref=ts	https://www.facebook.com/CasaLeto?fref=ts	"Carrer Cartellà, 195"	"Horta - Guinardó"	Horta	2,16347150	41,43052180	a06																																	
557965110a92f4206a8b456a	http://www.bcnsostenible.cat/web/punt/557965110a92f4206a8b456a	"La Bodegueta d'Horta"	"Venda i degustació de Vins, Licors, Caves i Espirituosos. Tasts de formatges artesans i embotits ibèrics. Gin Tónics i cocktails."				https://www.facebook.com/pages/La-Bodegueta-dHorta/224682154316881?sk=info&tab=overview		https://www.facebook.com/pages/La-Bodegueta-dHorta/224682154316881?sk=info&tab=overview	https://www.facebook.com/pages/La-Bodegueta-dHorta/224682154316881?sk=info&tab=overview	"Carrer Pere Pau, 4"	"Horta - Guinardó"	Horta	2,16041530	41,43017240	a06																																	
557967350a92f4296d8b4567	http://www.bcnsostenible.cat/web/punt/557967350a92f4296d8b4567	"Les Herbes d'Horta i Teràpies Naturals"	"Les herbes d`Horta<br />
Herboristeria, dietètica i teràpies naturals.<br />
<br />
El nostre herbolari t'ofereix una varietat en productes ecològics, biològics, per celíacs, intolerants a la lactosa, al·lèrgies alimentàries, vegetarians, macrobiòtica, dietes per aprimar-se, dietes per reduir el colesterol, diabetis, tensió alta, etc. I en general una alimentació sana i saludable sense conservants ni colorants ni additius, sempre tenint cura de la nostra salut."								"Carrer Lletres, 12"	"Horta - Guinardó"	Horta	2,15791910	41,42801060	a03	a06																																
55796a630a92f4db6d8b4567	http://www.bcnsostenible.cat/web/punt/55796a630a92f4db6d8b4567	"Bar Bodega Montferry"	"Establiment on es venen vins i altres begudes a granel."		https://www.facebook.com/BodegaMontferry						"Carrer Violant d'Hongria Reina d'Aragó, 105"	"Sants - Montjuïc"	Sants	2,13182040	41,37938640	a06																																	
55796ea10a92f4fc738b4567	http://www.bcnsostenible.cat/web/punt/55796ea10a92f4fc738b4567	"Can Cisa"	"Botiga i bar de Vins Naturals."		http://www.cancisa.cat						"Carrer Princesa, 14"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,18008230	41,38491060	a06	a05																																
557971410a92f4456f8b4567	http://www.bcnsostenible.cat/web/punt/557971410a92f4456f8b4567	"Bodega lo Pinyol"	"Establiment on es venen vins i altres begudes a granel."		http://www.lopinyol.com						"Carrer Torrent de l'Olla, 7"	Gràcia	"Vila de Gràcia"	2,16141890	41,39876730	a06																																	
55797ce00a92f44d728b456c	http://www.bcnsostenible.cat/web/punt/55797ce00a92f44d728b456c	"La Divina"	"Bodega de vins i caves. Cervesa artesana. Licors i vins a granel."								"Carre Sócrates, 62"	"Sant Andreu"	"Sant Andreu"	2,18639920	41,43192150	a06																																	
55797ddd0a92f4f9738b456a	http://www.bcnsostenible.cat/web/punt/55797ddd0a92f4f9738b456a	"Bar Bodega Bartolí"	"Restaurant casolà, cuina de mercat i de temporada."				https://www.facebook.com/pages/Bodega-Bartol%C3%AD/164727633568928?sk=info&tab=overview		https://www.facebook.com/pages/Bodega-Bartol%C3%AD/164727633568928?sk=info&tab=overview	https://www.facebook.com/pages/Bodega-Bartol%C3%AD/164727633568928?sk=info&tab=overview	"Carrer Vallespir, 41"	"Sants - Montjuïc"	Sants	2,13703240	41,37932460	a06																																	
557981410a92f4fc738b4569	http://www.bcnsostenible.cat/web/punt/557981410a92f4fc738b4569	"Bodega del Poblet"	"Establiment on es venen vins a granel."								"Carre Sardenya, 302"	Eixample	"Sagrada Família"	2,17500440	41,40226800	a06																																	
557985f60a92f4456f8b4568	http://www.bcnsostenible.cat/web/punt/557985f60a92f4456f8b4568	"La Bodegueta de Cal Pep"	"La Bodegueta de Cal Pep ofereix un bon assortiment de tapes de conserves, peix, fregits, etc: morros de porc, calamars, anxoves, cloïsses, etc. Ideal per anar un diumenge assolellat al migdia i fer el vermut."								"Carrer Canalejas, 12"	"Sants - Montjuïc"	Sants	2,13235030	41,37379800	a06																																	
557eb33a0a92f43a1d8b456f	http://www.bcnsostenible.cat/web/punt/557eb33a0a92f43a1d8b456f	"Bar bodega Amposta"	"Situada a la Font de la Guatlla, aquest celler autèntic, i centenari conserva tots els seus elements originals. La nevera, joia d'època i una de les poques fabricades d'obra que es veuen a la ciutat, i les bótes de vi mereixen una ullada.<br />
<br />
En les seves parets pengen fotos antigues que descobreixen com era la zona a l'Exposició Universal de 1929 quan només hi havia la fàbrica de mantes i tovalloles Casaramona (actual Caixa Fòrum) i les quatre columnes de Puig i Cadafalch.<br />
<br />
Des de fa tretze anys la regenta Manolo Villodre. Manolo té una llarga trajectòria en el món de la gastronomia, ja que ha treballat més de trenta-quatre anys en referents de la restauració de Barcelona (Beltxenea, Vilaplana, Paradis ...). Bromista darrere la barra, és un expert en establir complicitats amb els parroquians.<br />
Pres de <a href=""http://la-servilleta.blogspot.com.es/2013/08/bodega-amposta.html"">http://la-servilleta.blogspot.com.es/2013/08/bodega-amposta.html</a>"		https://www.bodegaamposta.com/ca/inici/		https://www.facebook.com/BodegaAmposta/		https://www.facebook.com/BodegaAmposta/	https://www.facebook.com/BodegaAmposta/	"Carrer Amposta, 1"	"Sants - Montjuïc"	"La Font de la Guatlla"	2,14758640	41,37175630	a06																																	
557eb5e60a92f4084a8b456d	http://www.bcnsostenible.cat/web/punt/557eb5e60a92f4084a8b456d	"Herbodietètica Coliseum"	"Productes d'alimentació i cosmètica ecològics. Punt de distribució de cistelles de producte fresc."		http://www.herbocoliseum.com		https://www.facebook.com/pages/Herbodietetica-Coliseum/103376609812018		https://www.facebook.com/pages/Herbodietetica-Coliseum/103376609812018	https://www.facebook.com/pages/Herbodietetica-Coliseum/103376609812018	"Carrer Gran de Gràcia, 204"	Gràcia	"Vila de Gràcia"	2,15210460	41,40379820	a06	a03	a04																															
557eb9270a92f43d1d8b456f	http://www.bcnsostenible.cat/web/punt/557eb9270a92f43d1d8b456f	"Woki Organic Market Rda. Universitat"	"Cadena restaurants i establiments on es ven producte ecològic"		http://www.wokimarket.com						"Ronda Universitat , 20"	Eixample	"Dreta de l'Eixample"	2,16763660	41,38686830	a03	a06																																
